TEO,FWC,FWE,TCA,TO_sump,TO_feed,PO_feed,VC,VE,TWI,Y
50.43,269.1,214.8,2.6,112,108.4,154.8,47,56,55.07,cf12
50.51,268.9,215.4,2.5,122,114.7,161.3,49,56,58.15,cf12
46.29,268.2,214.5,4,120.4,115.3,131,48,56,59.58,eo14
45.48,269.6,214.4,2.2,121.5,115.3,134.5,49,56,56.3,eo14
41.83,268,215.8,4.8,114.9,110.7,133,49,56,60.19,eo14
40.15,268.4,214.1,1.6,115.1,110.7,127.5,48,56,60.56,eo14
45.48,269.6,213.2,1.9,121.2,114.9,135,49,56,56.26,eo14
45.07,269,213.9,4.2,116,111.6,127,49,56,60.15,eo14
40.23,269.7,215,1.6,114.2,109.8,126.6,48,56,60.52,eo14
49.12,267.6,215.9,3.4,119.9,114.7,135,49,56,58.47,eo14
50.59,261.4,215.4,3.4,124,117.8,131,48,56,56.59,eo14
48.96,268.3,215.1,2.9,119.9,114.9,136.5,49,56,58.47,eo14
49.08,269.1,216.7,3.6,120.2,114.9,137,49,56,58.47,eo14
49.86,266.5,216.4,3.3,115.3,111.8,129,56,56,55.57,eo14
50.8,269.8,214.2,1.7,124.2,117.6,136.5,49,56,58.6,eo14
49.2,268.4,215.4,3.1,120.2,114.7,136.5,49,56,58.51,eo14
45.84,269.1,215.2,1.6,119.9,113.6,133.5,49,56,56.18,eo14
44.82,267.8,214.7,3.9,115.1,110.9,133,48,56,59.05,eo14
45.07,269.3,214.4,1.5,115.1,110.7,129.5,48,56,59.25,eo14
49.28,266.8,215.3,3.4,120.4,115.1,136.5,49,56,58.51,eo14
40.68,266.3,215,4.5,114.2,110.3,134,49,56,60.32,eo14
47.19,267.6,216.7,5.1,119.2,115.1,132,57,56,59.62,eo14
49.94,268.5,216.2,3.2,114.7,111.3,130,56,56,55.61,eo14
50.35,266.9,215,1.5,124,117.6,131.5,47,56,56.71,eo14
40.15,269.6,215.5,1.6,114.9,110.5,126.6,48,56,60.52,eo14
45.39,266.8,215.9,5.2,117.4,113.8,132.5,57,56,59.7,eo14
49.94,267,215.2,3.5,114.9,110.9,128.5,56,56,55.61,eo14
49.16,268.5,215,3.4,120.2,114.7,138.5,49,56,58.47,eo14
45.02,267.5,215.4,2.9,118.1,112.7,133,49,56,56.02,eo14
49.82,266.5,215.1,3.3,114.7,110.9,127.5,56,56,55.73,eo14
44.82,270.2,215.5,2,119.9,114.9,130.5,48,56,59.5,eo14
40.03,270.3,214.4,1.2,113.1,109,128,48,56,60.52,eo14
51.86,266.4,216.7,3.5,119.5,114.9,137,49,56,58.39,eo14
41.05,268.4,216.7,3.5,117.8,112.9,131.5,49.53,56,60.64,eo14
46.09,266.2,214.2,5.9,116.4,112.2,133.5,53,56,57.57,eo14
44.82,269.9,215.7,3.7,113.3,110.1,130,49,56,59.78,eo14
44.98,269.5,214.6,2.3,112.2,109,127.5,47.59,56,60.07,eo14
55.92,267.3,215.9,3.1,117.4,110.3,140.9,49,56,58.51,eo14
40.19,270.2,216.5,1.9,115.1,110.5,128,48,56,60.56,eo14
44.78,268.3,215.3,3.3,114.7,110.3,132.5,48,56,59.21,eo14
45.11,269.1,215.8,2.5,113.3,109.2,126.6,47,56,60.03,eo14
48.96,269.8,215.1,3.1,119.9,114.7,137.5,49,56,58.47,eo14
45.11,271.7,215.7,1.4,116,111.3,126.1,49,56,60.11,eo14
50.92,265.4,216.1,4.4,123,117.6,133.5,56,56,56.43,eo14
45.48,269.4,215.2,2,121.7,115.3,135,49,56,56.3,eo14
46.33,268.1,212.8,5.5,117.1,112.2,135.5,49,56,56.14,eo14
46.54,268.7,215.9,5.2,116.9,112,136.5,49,56,56.1,eo14
50.68,269,215.9,2,123.7,117.1,137,49,56,58.51,eo14
50.92,268,214.7,3.9,119.7,114.7,139.4,49,56,58.43,eo14
49.36,265.7,213.9,4.6,116.4,112.7,132.5,56,56,55.69,eo14
46.29,268,214.4,5.9,116.9,112.9,135,53,56,57.2,eo14
45.02,264.2,214.8,5.1,115.6,112.2,131.5,57,56,59.74,eo14
45.35,238,217.9,4.8,116,111.3,143.4,42,56,59.7,fwc10
45.15,239,216.2,3.1,115.1,111.1,142.9,42,56,59.54,fwc10
39.21,241.7,216.6,4,109.4,106.9,134.5,42,56,60.19,fwc10
49.77,244.9,215.9,3.5,112.4,109.4,134.5,45,56,59.37,fwc10
50.43,234.3,215.4,4.9,116.4,109.8,144.4,42,56,59.78,fwc10
44.82,240.5,215.6,1.6,119,113.1,141.9,42,56,59.91,fwc10
45.39,242.3,215.1,1.8,119,114,139,42,56,59.95,fwc10
39.99,240.5,213.7,1.2,115.7,111.1,139,42,56,60.6,fwc10
45.07,242.4,216.3,6.3,114.7,111.6,140.9,45.46,56,59.74,fwc10
50.43,249.3,214.7,3.8,123.5,117.6,142.9,46,56,60.11,fwc10
45.23,239.9,216.6,2,120.4,114.5,142.4,42,56,60.11,fwc10
45.07,236.4,215.5,6.6,115.1,111.3,140.9,43,56,59.5,fwc10
44.94,237.2,214,5,116.7,111.6,143.4,42,56,59.62,fwc10
46.09,238.8,214.5,2.9,114.7,110.9,143.9,42,56,59.46,fwc10
45.64,239.4,215.3,2.9,117.6,112,144.4,42,56,59.78,fwc10
49.41,243.8,215.4,5.6,114.7,111.6,140.9,46,56,59.25,fwc10
45.84,239.7,215.4,3.3,117.4,112,143.4,42,56,59.74,fwc10
40.28,243.8,215.4,5.2,112.7,109.8,136,46,56,60.07,fwc10
40.11,242.2,214.4,1.3,111.8,108.4,132.5,42,56,60.23,fwc10
40.36,241.5,213,2.2,111.6,108.2,129,42,56,58.84,fwc10
44.94,243.5,215.4,1.8,117.8,112.7,136.5,42,56,59.86,fwc10
40.68,243,214.9,6.5,112,109.2,137,46,56,60.15,fwc10
40.11,239.7,214.5,3.7,113.3,109,139.4,42,56,60.4,fwc10
49.86,240.4,216.9,6.2,117.8,114.2,142.9,46,56,59.58,fwc10
40.56,239.3,214.6,4.2,113.1,109.2,134.5,42,56,60.15,fwc10
41.87,243.4,215.9,6.5,114,110.9,136,46,56,60.4,fwc10
45.64,238.8,216.2,3.1,117.6,112.2,142.9,42,56,59.82,fwc10
40.23,240.5,213.7,1.2,114.7,109.6,135,42,56,60.56,fwc10
45.15,245.2,214.3,2.4,113.8,110.3,131.5,43,56,59.91,fwc10
50.39,236.9,216.4,1.8,123.2,116.9,144.4,42,56,60.07,fwc10
50.02,245.4,216.5,3.6,112.2,109.4,135,45,56,59.33,fwc10
49.82,241.3,216.6,4,115.6,111.6,142.9,42,56,59.58,fwc10
49.94,242.9,216.2,2.8,114.2,110.5,132.5,42,56,59.17,fwc10
45.02,237.1,214.5,5.4,116.4,111.8,145.9,42,56,59.7,fwc10
50.1,242.3,215.8,1.8,120.4,114.7,138.5,42,56,59.62,fwc10
50.1,242.9,216.5,3.1,114.2,110.5,133,42,56,59.17,fwc10
45.07,236.2,215.6,6,115.3,111.6,141.9,43,56,59.46,fwc10
50.1,235.1,215.3,4,115.7,108.8,145.9,42,56,59.74,fwc10
50.8,236.6,214.5,3.6,119,114,142.4,42,56,59.82,fwc10
50.59,243.4,215.8,2.9,112.2,109.2,135,42,56,59.25,fwc10
40.15,243,214.8,1,110.9,107.5,133.5,42,56,60.23,fwc10
50.55,235.8,215.8,1.8,120.2,114.5,141.9,42,56,59.82,fwc10
45.15,243.4,215,1.7,114.7,110.1,137,42,56,59.74,fwc10
50.06,241.6,215.6,3.7,115.6,111.3,141.9,42,56,59.58,fwc10
49.94,245.3,215,3.8,112.9,109.8,136,45,56,59.25,fwc10
45.35,244.6,216.1,2.2,110.9,108.2,132,42,56,59.78,fwc10
40.07,243.3,215.5,1.8,114,110.5,132,42.31,56,60.32,fwc10
44.53,243.3,214.5,3.7,113.3,109.4,138,42,56,59.66,fwc10
49.98,242.7,215.2,2.9,113.1,109.6,132.5,42,56,59.21,fwc10
50.31,237.4,215.7,2,123.7,117.6,143.9,42,56,60.07,fwc10
49.9,265.9,195,1.9,119.2,113.8,138,47,42,56.06,fwe10
50.59,271.3,194.5,1.7,122.2,116,143.9,49,42,56.55,fwe10
39.87,267.2,194.5,5.6,109,107.1,134.5,57,42,59.95,fwe10
49.94,270.3,195.9,2,113.6,109.8,131,47,42,55.48,fwe10
44.12,268.7,195.1,3.6,112.4,109,137,48,42,56.14,fwe10
40.23,269.3,193.2,2.1,113.6,108.8,136,49,42,60.36,fwe10
44.45,267.8,194.9,3.5,112.2,108.8,139.4,48,42,56.1,fwe10
46.01,268.6,195.3,5.1,117.4,113.8,136.5,57,42,56.63,fwe10
45.52,268.2,194.9,3.8,115.6,111.1,144.9,49,42,56.18,fwe10
40.07,268.4,195.9,3.9,112,108.4,139.9,49,42,60.15,fwe10
45.23,268.4,195.3,3.1,116.2,111.1,143.4,49,42,56.26,fwe10
49.94,266.4,196.4,3.7,111.8,109.2,134,56,42,55.69,fwe10
45.64,270.1,194.9,1.9,116.7,111.3,139.4,49,42,56.3,fwe10
50.55,269.6,196,2,123,116.9,142.4,49,42,56.59,fwe10
45.02,267.2,195.1,3.2,118.3,114,136.5,48,42,56.67,fwe10
49.9,267.4,195.8,3.2,112,109.2,133,56,42,55.65,fwe10
49.86,265.3,196,5.7,114.9,111.3,141.4,57,42,55.65,fwe10
39.87,270.7,194.1,2.2,112.4,108.4,138,49,42,60.27,fwe10
39.91,268.5,194.3,1.9,112.7,108.2,136,49,42,60.27,fwe10
40.56,265.1,194.6,4.8,108.4,106.5,134.5,48,42,59.99,fwe10
49.94,268.5,196.8,3.7,112.7,109.8,133.5,56,42,55.44,fwe10
50.55,266.8,196.1,1.4,120.7,115.6,136.5,47,42,56.22,fwe10
40.07,269.4,195.1,1.9,112.2,108.6,133,48,42,60.11,fwe10
45.15,267.6,195.1,5.8,115.1,112.4,137,57,42,58.19,fwe10
49.98,268.8,196.3,3.5,112.7,109.8,135,56,42,55.44,fwe10
50.76,269.2,196.8,3.3,117.6,112.9,142.9,49,42,56.43,fwe10
45.07,268.2,195.3,3,115.7,111.3,142.4,49,42,56.14,fwe10
49.86,266.4,194.9,3.5,112.2,109.4,134.5,56,42,55.57,fwe10
45.19,269.6,195.3,1.9,117.6,112.9,137,48,42,56.47,fwe10
39.91,269.3,195.2,1.6,110.5,107.1,132.5,48,42,60.11,fwe10
49.53,267.5,195.2,2.6,116.7,112.2,143.4,49,42,56.22,fwe10
40.81,268.8,195.2,4.3,114.9,110.7,138,49,42,60.52,fwe10
45.02,267.2,197,5.7,113.8,110.5,139.9,53,42,56.1,fwe10
44.29,266.8,195.5,4.5,111.1,108.4,138.5,51,42,59.21,fwe10
44.16,267.7,194.9,2.1,109.2,107.1,134.5,47.93,42,59.33,fwe10
49.2,267.4,195.9,3.7,113.1,106.5,145.9,49,42,56.38,fwe10
39.87,269.3,193.3,1.3,110.1,107.1,133,48,42,60.11,fwe10
44.33,268,195.5,3.6,112.4,108.8,136.5,48,42,56.1,fwe10
44.94,270,195.6,1.7,109.8,107.3,132,47,42,59.46,fwe10
50.51,267.8,197,3.2,116.9,112.2,143.4,49,42,56.22,fwe10
45.15,269,193.5,2.4,113.3,109.6,131,47,42,59.58,fwe10
50.22,267.6,195.3,4.2,119.9,116,137,56,42,56.18,fwe10
45.56,268.9,194.9,2.2,118.5,112.9,140.9,49,42,56.55,fwe10
46.09,265.9,195.1,4.1,115.6,111.1,143.4,49,42,56.14,fwe10
45.88,267.3,196.2,3.6,115.1,110.7,142.9,49,42,56.1,fwe10
50.68,267.9,196.3,2.2,121.5,115.1,141.4,49,42,56.51,fwe10
50.39,268.7,195.5,3.4,116.9,112.2,142.9,49,42,56.18,fwe10
49.45,264.9,196.6,4.6,114,111.3,139,56,42,55.52,fwe10
45.11,268.2,194.7,5.9,114.2,110.7,139,53,42,56.26,fwe10
45.15,267.1,194.7,5.6,113.1,110.5,139,57,42,58.92,fwe10
46.21,267.6,214.2,8.7,115.7,110.5,150.4,49,56,59.54,nc1
40.68,268.9,214,7.8,111.8,107.5,147.9,49,56,59.66,nc1
40.44,269.6,214.8,6.4,111.6,106.7,140.9,48,56,59.99,nc1
41.54,268.4,214.5,6.4,113.1,108.2,145.9,49,56,59.74,nc1
47.19,270.2,214.9,8.8,111.1,107.5,144.4,49,56,59.66,nc1
52.27,269.7,214.1,8.4,113.1,109.2,146.4,56,56,59.21,nc1
49.94,275.4,216.1,8.6,114.7,109.8,142.4,53.75,56,59.46,nc1
44.78,268.6,214.8,6.2,112.2,107.7,142.4,47,56,59.54,nc1
49.53,264.2,215.7,10,114.9,111.1,147.4,56,56,59.21,nc1
50.68,268.7,214.2,7.7,116.7,111.1,152.3,49,56,59.05,nc1
40.56,268.8,215.1,6.5,108.6,104.7,145.4,48,56,60.03,nc1
44.94,271.5,214.9,8.5,109.6,106.1,146.4,49,56,59.5,nc1
49.24,269.7,215.3,7.3,117.8,111.8,152.3,49,56,58.96,nc1
44.9,269.5,216.3,9.1,109.8,106.3,144.4,49,56,59.62,nc1
50.51,267.1,214.6,8.1,115.1,110.1,148.9,47,56,58.8,nc1
44.62,267,213.2,7.8,116,110.5,149.9,49,56,59.54,nc1
40.81,269.1,214.2,5.7,115.3,109.2,145.4,49,56,59.78,nc1
51.86,267.6,216.9,7.4,114.5,108.2,153.8,49,56,59.5,nc1
40.81,270.6,213.8,10.7,109.8,106.5,146.4,56,56,59.74,nc1
42.4,268.3,215.6,10.1,112.2,108.6,145.4,57,56,60.15,nc1
50.02,271.2,214.5,8.5,112.7,108.8,145.4,56,56,59.17,nc1
50.14,265.3,215.8,5.4,121.2,114.9,146.9,47,56,58.92,nc1
40.11,268,214.1,6,112.9,108,142.4,48,56,59.99,nc1
46.13,264.5,214,10.5,115.1,111.1,149.4,57,56,59.78,nc1
49.82,270.3,215.1,8.5,112.4,108.8,144.4,56,56,59.17,nc1
49.28,269,215.1,7.6,117.6,112,151.8,49,56,58.96,nc1
44.62,267.6,215.6,7.6,116,110.5,150.4,49,56,59.54,nc1
49.61,269.3,214.9,8,112,108.4,145.9,56,56,59.05,nc1
45.64,269.3,215.1,5.1,118.1,112,146.9,48,56,59.82,nc1
40.44,267.5,215.2,6.1,111.3,106.5,143.9,48,56,59.99,nc1
51.08,268.9,215.2,8.3,116.7,111.1,152.8,49,56,59.05,nc1
41.54,269,216.7,8.2,115.6,109.8,146.4,49.46,56,59.82,nc1
46.46,265.7,215.1,10.9,113.8,110.1,149.9,51,56,59.74,nc1
45.93,269.9,215.1,8.8,110.7,107.3,146.9,49,56,59.66,nc1
44.82,271.3,214.8,7.2,109.4,106.1,143.4,47.66,56,59.46,nc1
51.99,266.7,215.7,7.5,114.5,107.7,152.8,49,56,59.54,nc1
40.32,268.9,213.9,6.1,110.7,106.1,142.4,48,56,59.99,nc1
44.53,268,215.3,8.2,112,107.7,146.9,48,56,59.7,nc1
44.94,267.3,215.2,6.2,110.9,106.7,143.4,47,56,59.41,nc1
48.91,269.4,214.8,7.8,117.1,111.6,151.4,49,56,59.05,nc1
44.82,272.5,215.1,6.3,114,109.2,141.9,49,56,59.66,nc1
51.49,265.3,215,9.9,120.4,115.1,146.9,56,56,59,nc1
45.02,266.3,214,5.3,119.9,112.4,149.4,49,56,59.74,nc1
46.09,267.4,214.7,8.5,115.7,110.5,150.4,49,56,59.58,nc1
46.05,265.7,213.9,8.7,115.6,110.5,152.3,49,56,59.54,nc1
50.68,268.7,215.7,4.7,120.9,114,151.4,49,56,58.96,nc1
50.06,266.9,214.7,7.7,116.7,111.3,151.4,49,56,59.05,nc1
49.45,264.1,214.6,10,114.2,110.3,147.9,56,56,59.25,nc1
46.29,264.2,215.7,10.6,114.7,110.3,149.9,51,56,59.78,nc1
45.11,265.7,214.6,10.5,112.7,109.4,145.9,57,56,59.58,nc1
40.15,272.1,214.5,3.2,112.9,108.2,134.5,49,56,59.58,rl10
44.29,268.7,216.9,4.8,110.7,108,131,51,56,58.76,rl10
50.1,267.2,215.8,3.8,114.5,110.5,137,47,56,55.07,rl10
49.77,269.7,215.1,2.6,112.2,109,130,47,56,57,rl10
46.5,269.9,215.3,2.4,117.1,111.6,139,49,56,58.15,rl10
40.77,270.8,217.1,2.4,109.8,106.3,131.5,48,56,59.7,rl10
48.83,267.5,216.9,5.9,118.3,112.9,135,53,56,58.27,rl10
40.52,268.6,215.4,5.8,109.4,107.1,132,57,56,59.54,rl10
48.79,268.7,215.2,6.4,117.8,112.9,136.5,53,56,58.27,rl10
47.15,268.8,218.2,6.6,115.7,111.6,136.5,53,56,58.15,rl10
49.82,266.5,216,5.1,115.1,112,137,56,56,54.71,rl10
45.35,268.7,217.1,6,116.2,112.7,133.5,57,56,58.43,rl10
48.42,267.2,216.1,6.1,117.4,112.9,135.5,53,56,58.27,rl10
50.02,269.6,216,2.7,114,110.1,128.5,47,56,57.69,rl10
48.05,265.9,215.2,6.3,117.1,112.7,137,53,56,58.23,rl10
50.47,268.3,215.8,2.1,119.7,114,134,47,56,55.36,rl10
50.51,268.7,215.2,3.3,118.1,112.7,140.4,49,56,55.48,rl10
40.19,271.1,214.6,1.6,114.2,109,134.5,49,56,59.66,rl10
49.82,269,216.5,3.9,112.2,109,132,56,56,54.83,rl10
50.47,267.3,216,2,119.7,114,134.5,47,56,55.36,rl10
50.27,269.4,216.6,4.1,112.9,109.4,132.5,56,56,54.62,rl10
50.39,266.8,214.8,1.8,121.2,115.3,134,47,56,55.44,rl10
40.11,271.3,216.1,0.8,112.9,108.8,131,48,56,59.7,rl10
45.68,268.3,216,6.1,115.6,112.2,134.5,57,56,58.43,rl10
50.1,268.4,216.3,3.9,112.9,109.4,130.5,56,56,54.62,rl10
50.47,268.9,215.6,3.8,118.3,112.9,140.9,49,56,55.52,rl10
46.21,270,216.9,3.6,116,111.1,139,49,56,58.1,rl10
49.82,267.5,216.2,3.8,112.4,109.2,129.5,56,56,54.79,rl10
45.43,271,214.6,1.8,118.1,113.1,133,48,56,58.47,rl10
40.23,270.7,214.8,1.4,111.6,107.7,131.5,48,56,59.66,rl10
51.17,270.1,214,3.9,117.8,112.4,141.4,49,56,55.32,rl10
43.8,268.5,216,4.5,115.3,110.9,135,57,56,59.82,rl10
46.25,267.5,216.7,6.4,114.7,110.7,135,53,56,58.06,rl10
46.95,270,215.5,4.6,111.8,108.8,133,51,56,58.68,rl10
45.76,269.6,216.5,3.6,109.6,106.9,131,47.55,56,58.96,rl10
52.03,266.3,216.6,3.8,114.9,107.5,140.4,49,56,55.48,rl10
40.15,269.7,212.3,1.3,112.7,109.2,130,48,56,59.7,rl10
44.78,269.3,216.3,3.8,112.9,109,134,48,56,58.02,rl10
44.78,270.8,215.3,1.3,110.7,107.5,129.5,47,56,59,rl10
50.72,270.6,215.7,3.6,117.8,112.7,140.4,49,56,55.32,rl10
45.43,268.8,216.9,3.2,113.8,109.8,129,49,56,59.13,rl10
50.27,268.3,218.2,4.1,120.7,115.7,137,56,56,55.36,rl10
44.86,271.8,214.6,2.2,119.2,113.1,136,49,56,58.27,rl10
46.87,269.3,216.2,5.3,115.6,110.5,138.5,49,56,58.06,rl10
46.83,269.2,213.9,5.3,115.1,110.3,139.4,49,56,58.06,rl10
50.27,270.5,216.3,2,121.2,114.9,139,49,56,55.69,rl10
49.77,270.1,216.2,3.5,117.8,112.9,141.4,49,56,55.28,rl10
49.77,267,215.1,5.1,114.2,111.3,135.5,56,56,54.75,rl10
46.7,267.7,215.4,6.4,115.1,111.3,136.5,53,56,58.06,rl10
46.01,266.3,214.9,6.2,113.3,110.3,137,57,56,58.39,rl10
40.73,267.6,215.7,6.2,111.6,108.4,133.5,57,56,60.52,ro10
46.38,266.8,215.1,7.4,115.7,111.8,135.5,53,56,59.62,ro10
48.26,266.4,217,7.1,117.6,112.9,138,53,56,59.7,ro10
49.2,265.8,216.5,6.2,115.1,111.6,137.5,56,56,59.13,ro10
50.35,267.5,216.3,4.2,115.1,110.5,135.5,47,56,59.33,ro10
42.53,266.9,215.4,6.4,113.6,109.6,130.5,57,56,60.77,ro10
47.32,270.2,213.3,3,113.1,108.6,135,48,56,59.46,ro10
49.9,266.5,215.2,2.1,119.2,113.6,133.5,47,56,59.46,ro10
44.7,268.3,215.9,4.6,116,111.1,139,49,56,59.62,ro10
46.09,266,215.9,7.5,115.3,111.1,135.5,53,56,59.58,ro10
49.86,267.1,214.5,2.2,121.5,115.3,134.5,47,56,59.58,ro10
47.11,268.4,215.3,5.6,113.6,109.4,136.5,48,56,59.46,ro10
41.05,267.7,216.6,5.6,108.8,106.3,130.5,48,56,60.4,ro10
50.8,266.6,214.5,6.8,119.9,115.3,134.5,56,56,59.66,ro10
49.82,267.3,215.6,5.1,112.7,109.2,133,56,56,59.21,ro10
45.39,268.8,216.7,2.4,119,113.3,134.5,48,56,59.86,ro10
42.08,267.8,215.8,6.8,113.1,108.8,136,49,56,60.4,ro10
46.42,270.5,215.7,4.3,119,113.8,134.5,48,56,59.91,ro10
46.83,268,215.9,5.5,113.6,109.2,135,48,56,59.41,ro10
50.35,266.8,215.8,4,115.3,110.7,137,47,56,59.33,ro10
49.69,267.5,215,5.6,112.9,109.4,134,56,56,59.25,ro10
49.86,268.3,216,2.4,121.2,115.3,133,47,56,59.58,ro10
40.23,272.5,214,2.5,112.9,108.6,130.5,48,56,60.64,ro10
45.27,266.5,213.9,6.8,115.1,111.6,133,57,56,59.41,ro10
49.65,267.6,217,5,112.9,109.6,133.5,56,56,59.21,ro10
49.61,269.6,215.7,4,118.3,112.9,139,49,56,59.78,ro10
45.52,269.7,216.2,4.8,116.2,111.1,137,49,56,59.62,ro10
49.82,268.1,216.1,5.3,112.4,109.2,133,56,56,59.21,ro10
45.39,270.3,215.2,2.6,118.8,113.3,133.5,48,56,59.86,ro10
40.44,269.3,214.4,2.9,111.3,107.1,130,48,56,60.64,ro10
50.47,267.2,217.7,4.5,117.8,112.7,140.9,49,56,59.74,ro10
42.9,270.9,215.7,5.2,116,110.7,134.5,49,56,60.89,ro10
46.17,266.4,214.5,7.1,115.1,111.1,137,53,56,59.62,ro10
43.84,271.5,215.6,5.7,111.1,108.2,132.5,50.23,56,59.58,ro10
45.39,268.8,214.6,3.8,110.1,107.1,129.5,47.52,56,59.91,ro10
52.52,266.6,216,4.9,115.7,108.8,140.4,49,56,59.99,ro10
40.23,269.9,213.9,3,113.3,109,129,48,56,60.68,ro10
44.41,268.8,216.6,4.9,112.9,108.8,134.5,48,56,59.46,ro10
45.02,268.8,214.1,2.7,111.3,107.3,128.5,47,56,59.95,ro10
49.41,269.4,216,4.3,117.8,112.7,139.4,49,56,59.7,ro10
45.07,267.6,216.4,5,114.5,109.8,129,49,56,59.95,ro10
51.29,265.7,216.5,6.6,120.4,115.6,135,56,56,59.7,ro10
45.43,268.4,214.1,3.3,119.9,113.3,137.5,49,56,59.74,ro10
46.21,268.8,215.2,6.2,115.7,110.7,139.4,49,56,59.66,ro10
46.33,268.3,214.2,6.2,115.3,110.5,139.9,49,56,59.66,ro10
50.1,269.4,215.3,2.8,121.2,114.9,138.5,49,56,59.95,ro10
49.32,269,216.7,4.7,117.8,112.7,140.9,49,56,59.7,ro10
49.45,265.3,216.7,6.3,114.5,111.1,136,56,56,59.13,ro10
46.33,265.7,214.1,7.4,115.7,111.6,137.5,53,56,59.62,ro10
45.35,266.5,216.2,6.8,113.3,110.1,134,57,56,59.46,ro10
40.73,269.7,212.6,1.7,114.5,109.8,135,49,56,56.38,normal
40.44,269,215.1,3,111.3,108.6,137,49,56,55.93,normal
40.23,268.9,215.3,5.8,110.7,109,133,57,56,58.72,normal
40.44,269.9,216.4,1.5,114.9,110.5,136,49,56,56.38,normal
45.43,270.2,214.5,1.8,118.1,112.4,139.4,49,56,55.85,normal
45.23,268.9,215.8,2.2,119.5,113.8,138,49,56,56.02,normal
39.29,270.6,216,3.8,108.6,106.1,132.5,48,56,56.06,normal
45.43,268,214.1,2,117.8,112.4,139,49,56,55.77,normal
